0:[[4227, 4409], [4468, 4338], [4227, 4338]]
123:[[1753.75, 4452.75], [1721.2501, 4452.75], [1737.5, 4456]]
123:[[1753.75, 4452.75], [1718, 4436.5], [1721.2501, 4452.75]]
123:[[1753.75, 4452.75], [1721.2501, 4420.25], [1718, 4436.5]]
123:[[1753.75, 4452.75], [1737.5, 4417], [1721.2501, 4420.25]]
123:[[1753.75, 4452.75], [1753.75, 4420.25], [1737.5, 4417]]
123:[[1753.75, 4452.75], [1757, 4436.5], [1753.75, 4420.25]]
123:[[3734.75, 4490.75], [3718.5, 4494], [3702.2502, 4490.75]]
123:[[3734.75, 4490.75], [3702.2502, 4490.75], [3699, 4474.5]]
123:[[3734.75, 4490.75], [3699, 4474.5], [3702.2502, 4458.25]]
123:[[3734.75, 4490.75], [3702.2502, 4458.25], [3718.5, 4455]]
123:[[3734.75, 4490.75], [3718.5, 4455], [3734.75, 4458.25]]
123:[[3734.75, 4490.75], [3734.75, 4458.25], [3738, 4474.5]]
124:[[3253.75, 4493.75], [3221.25, 4493.75], [3237.5, 4497]]
124:[[3253.75, 4493.75], [3218, 4477.5], [3221.25, 4493.75]]
124:[[3253.75, 4493.75], [3221.25, 4461.25], [3218, 4477.5]]
124:[[3253.75, 4493.75], [3237.5, 4458], [3221.25, 4461.25]]
124:[[3253.75, 4493.75], [3253.75, 4461.25], [3237.5, 4458]]
124:[[3253.75, 4493.75], [3257, 4477.5], [3253.75, 4461.25]]
124:[[1753.75, 4491.75], [1737.5, 4495], [1721.25, 4491.75]]
124:[[1753.75, 4491.75], [1721.25, 4491.75], [1718, 4475.5]]
124:[[1753.75, 4491.75], [1718, 4475.5], [1721.25, 4459.25]]
124:[[1753.75, 4491.75], [1721.25, 4459.25], [1737.5, 4456]]
124:[[1753.75, 4491.75], [1737.5, 4456], [1753.75, 4459.25]]
124:[[1753.75, 4491.75], [1753.75, 4459.25], [1757, 4475.5]]
125:[[1570.75, 4494.75], [1538.25, 4494.75], [1554.5, 4498]]
125:[[1570.75, 4494.75], [1535, 4478.5], [1538.25, 4494.75]]
125:[[1570.75, 4494.75], [1538.25, 4462.25], [1535, 4478.5]]
125:[[1570.75, 4494.75], [1554.5, 4459], [1538.25, 4462.25]]
125:[[1570.75, 4494.75], [1570.75, 4462.25], [1554.5, 4459]]
125:[[1570.75, 4494.75], [1574, 4478.5], [1570.75, 4462.25]]
125:[[3734.75, 4451.75], [3718.5, 4455], [3702.25, 4451.75]]
125:[[3734.75, 4451.75], [3702.25, 4451.75], [3699, 4435.5]]
125:[[3734.75, 4451.75], [3699, 4435.5], [3702.25, 4419.25]]
125:[[3734.75, 4451.75], [3702.25, 4419.25], [3718.5, 4416]]
125:[[3734.75, 4451.75], [3718.5, 4416], [3734.75, 4419.25]]
125:[[3734.75, 4451.75], [3734.75, 4419.25], [3738, 4435.5]]
126:[[2626.25, 4499], [2584, 4466.273], [2584, 4492.4546]]
126:[[2626.25, 4499], [2613.25, 4463], [2584, 4466.273]]
126:[[2626.25, 4499], [2649, 4489.1816], [2613.25, 4463]]
126:[[2691.25, 4499], [2649, 4492.4546], [2649, 4466.273]]
126:[[2691.25, 4499], [2649, 4466.273], [2678.25, 4463]]
126:[[2691.25, 4499], [2678.25, 4463], [2714, 4489.1816]]
127:[[1780.8, 4337], [1992, 4250], [1560, 4324.1113]]
127:[[4479.8, 4338], [4259, 4325.1113], [4691, 4251]]
127:[[2656, 2240], [3095, 2240], [2656, 2256]]
127:[[2656, 2256], [3095, 2240], [3095, 2256]]
127:[[2656, 2528], [3095, 2528], [2656, 2544]]
127:[[2656, 2544], [3095, 2528], [3095, 2544]]
128:[[1899.2, 4337], [1860.8, 4401.1665], [1976, 4414]]
128:[[1899.2, 4337], [1768, 4337], [1860.8, 4401.1665]]
128:[[2107.2002, 4337], [2184, 4414], [2068.7998, 4401.1665]]
128:[[2107.2002, 4337], [2068.7998, 4401.1665], [1976, 4337]]
128:[[0, 1309], [116, 1309], [0, 1629]]
128:[[0, 1629], [116, 1309], [116, 1629]]
128:[[116, 1309], [229, 1309], [116, 1629]]
128:[[116, 1629], [229, 1309], [229, 1629]]
129:[[2281, 4408], [2232.875, 4331], [2204, 4331]]
129:[[5081, 4407], [5004, 4330], [5032.875, 4330]]
129:[[1591, 2240], [1620, 2240], [1591, 2256]]
129:[[1591, 2256], [1620, 2240], [1620, 2256]]
129:[[1591, 2256], [1620, 2256], [1591, 2344]]
129:[[1591, 2344], [1620, 2256], [1620, 2344]]
129:[[1591, 2344], [1620, 2344], [1591, 2360]]
129:[[1591, 2360], [1620, 2344], [1620, 2360]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[0, 0], [0, 0], [0, 0]]
129:[[1591, 2360], [1620, 2360], [1591, 2448]]
129:[[1591, 2448], [1620, 2360], [1620, 2448]]
129:[[1591, 2448], [1620, 2448], [1591, 2464]]
129:[[1591, 2464], [1620, 2448], [1620, 2464]]
130:[[3763.357, 3798.3257], [3641.2144, 3824], [3773, 3824]]
130:[[3763.357, 3798.3257], [3593, 3686], [3641.2144, 3824]]
130:[[5105.357, 3797.3257], [5115, 3823], [4983.2144, 3823]]
130:[[5105.357, 3797.3257], [4983.2144, 3823], [4935, 3685]]
130:[[1706, 2240], [1734, 2240], [1706, 2256]]
130:[[1706, 2256], [1734, 2240], [1734, 2256]]
130:[[1706, 2256], [1734, 2256], [1706, 2344]]
130:[[1706, 2344], [1734, 2256], [1734, 2344]]
130:[[1706, 2344], [1734, 2344], [1706, 2360]]
130:[[1706, 2360], [1734, 2344], [1734, 2360]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[0, 0], [0, 0], [0, 0]]
130:[[1706, 2360], [1734, 2360], [1706, 2448]]
130:[[1706, 2448], [1734, 2360], [1734, 2448]]
130:[[1706, 2448], [1734, 2448], [1706, 2464]]
130:[[1706, 2464], [1734, 2448], [1734, 2464]]
130:[[2588, 1280], [2734, 1280], [2588, 1296]]
130:[[2588, 1296], [2734, 1280], [2734, 1296]]
130:[[2588, 1472], [2734, 1472], [2588, 1600]]
130:[[2588, 1600], [2734, 1472], [2734, 1600]]
131:[[2944, 4033.4], [2761, 3943], [2931.158, 4056]]
131:[[3747, 4030.4001], [3734.158, 4053], [3564, 3940]]
131:[[1817, 2240], [1843, 2240], [1817, 2256]]
131:[[1817, 2256], [1843, 2240], [1843, 2256]]
131:[[1817, 2256], [1843, 2256], [1817, 2344]]
131:[[1817, 2344], [1843, 2256], [1843, 2344]]
131:[[1817, 2344], [1843, 2344], [1817, 2360]]
131:[[1817, 2360], [1843, 2344], [1843, 2360]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[0, 0], [0, 0], [0, 0]]
131:[[1817, 2360], [1843, 2360], [1817, 2448]]
131:[[1817, 2448], [1843, 2360], [1843, 2448]]
131:[[1817, 2448], [1843, 2448], [1817, 2464]]
131:[[1817, 2464], [1843, 2448], [1843, 2464]]
132:[[182.70198, 4243.6], [484, 4246.8], [0, 4154]]
132:[[182.70198, 4243.6], [217.96027, 4250], [484, 4246.8]]
132:[[3965.7021, 4242.6], [3783, 4153], [4267, 4245.8]]
132:[[3965.7021, 4242.6], [4267, 4245.8], [4000.9604, 4249]]
132:[[1239, 2240], [1275, 2240], [1239, 2256]]
132:[[1239, 2256], [1275, 2240], [1275, 2256]]
132:[[1239, 2256], [1275, 2256], [1239, 2344]]
132:[[1239, 2344], [1275, 2256], [1275, 2344]]
132:[[1239, 2344], [1275, 2344], [1239, 2360]]
132:[[1239, 2360], [1275, 2344], [1275, 2360]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[0, 0], [0, 0], [0, 0]]
132:[[1239, 2360], [1275, 2360], [1239, 2448]]
132:[[1239, 2448], [1275, 2360], [1275, 2448]]
132:[[1239, 2448], [1275, 2448], [1239, 2464]]
132:[[1239, 2464], [1275, 2448], [1275, 2464]]
133:[[366, 3832.2285], [494.19278, 3942], [632, 3829]]
133:[[366, 3832.2285], [372.40964, 3851.6], [494.19278, 3942]]
133:[[366, 3945.2283], [632, 3942], [494.19278, 4055]]
133:[[366, 3945.2283], [494.19278, 4055], [372.40964, 3964.6]]
133:[[1670, 1056], [1848, 1056], [1670, 1280]]
133:[[1670, 1280], [1848, 1056], [1848, 1280]]
133:[[2119, 2240], [2140, 2240], [2119, 2256]]
133:[[2119, 2256], [2140, 2240], [2140, 2256]]
133:[[2119, 2256], [2140, 2256], [2119, 2320]]
133:[[2119, 2320], [2140, 2256], [2140, 2320]]
133:[[2119, 2320], [2140, 2320], [2119, 2336]]
133:[[2119, 2336], [2140, 2320], [2140, 2336]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[0, 0], [0, 0], [0, 0]]
133:[[2119, 2336], [2140, 2336], [2119, 2400]]
133:[[2119, 2400], [2140, 2336], [2140, 2400]]
133:[[2119, 2400], [2140, 2400], [2119, 2416]]
133:[[2119, 2416], [2140, 2400], [2140, 2416]]
134:[[1760.2051, 4054], [1792.2563, 4154], [1882, 4144.3228]]
134:[[1760.2051, 4054], [1757, 4063.6772], [1792.2563, 4154]]
134:[[1885.2051, 4054], [2007, 4144.3228], [1917.2563, 4154]]
134:[[1885.2051, 4054], [1917.2563, 4154], [1882, 4063.6772]]
134:[[1020, 1920], [1111, 1920], [1020, 2240]]
134:[[1020, 2240], [1111, 1920], [1111, 2240]]
134:[[5105, 320], [5116, 320], [5105, 336]]
134:[[5105, 336], [5116, 320], [5116, 336]]
134:[[5105, 336], [5116, 336], [5105, 400]]
134:[[5105, 400], [5116, 336], [5116, 400]]
134:[[5105, 400], [5116, 400], [5105, 416]]
134:[[5105, 416], [5116, 400], [5116, 416]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[0, 0], [0, 0], [0, 0]]
134:[[5105, 416], [5116, 416], [5105, 480]]
134:[[5105, 480], [5116, 416], [5116, 480]]
134:[[5105, 480], [5116, 480], [5105, 496]]
134:[[5105, 496], [5116, 480], [5116, 496]]
135:[[622, 4340], [586.80005, 4250], [574, 4262.857]]
135:[[574, 4340], [526, 4262.857], [538.80005, 4250]]
135:[[2180, 2240], [2199, 2240], [2180, 2256]]
135:[[2180, 2256], [2199, 2240], [2199, 2256]]
135:[[2180, 2256], [2199, 2256], [2180, 2320]]
135:[[2180, 2320], [2199, 2256], [2199, 2320]]
135:[[2180, 2320], [2199, 2320], [2180, 2336]]
135:[[2180, 2336], [2199, 2320], [2199, 2336]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[0, 0], [0, 0], [0, 0]]
135:[[2180, 2336], [2199, 2336], [2180, 2400]]
135:[[2180, 2400], [2199, 2336], [2199, 2400]]
135:[[2180, 2400], [2199, 2400], [2180, 2416]]
135:[[2180, 2416], [2199, 2400], [2199, 2416]]
136:[[2871.4001, 4460], [2833, 4434.4], [2842.6, 4460]]
136:[[2871.4001, 4460], [2845.7998, 4412], [2833, 4434.4]]
136:[[2871.4001, 4460], [2881, 4418.4], [2845.7998, 4412]]
136:[[1275.4, 4463], [1246.6, 4463], [1237, 4437.4]]
136:[[1275.4, 4463], [1237, 4437.4], [1249.8, 4415]]
136:[[1275.4, 4463], [1249.8, 4415], [1285, 4421.4004]]
137:[[5111.8, 4427.077], [5108.6, 4398], [5099, 4440]]
137:[[5111.8, 4427.077], [5115, 4417.385], [5108.6, 4398]]
137:[[4953.8, 4437.0767], [4941, 4450], [4950.6, 4408]]
137:[[4953.8, 4437.0767], [4950.6, 4408], [4957, 4427.385]]
137:[[2355, 3544], [2398, 3544], [2355, 3592]]
137:[[2355, 3592], [2398, 3544], [2398, 3592]]
138:[[4730, 3823], [4637, 3707.465], [4665.8623, 3758.814]]
138:[[4730, 3823], [4681.8965, 3685], [4637, 3707.465]]
138:[[1075, 3824], [1010.86206, 3759.814], [982, 3708.465]]
138:[[1075, 3824], [982, 3708.465], [1026.8965, 3686]]
138:[[3549, 3208], [3640, 3208], [3549, 3384]]
138:[[3549, 3384], [3640, 3208], [3640, 3384]]
138:[[4714, 3208], [4773, 3208], [4714, 3224]]
138:[[4714, 3224], [4773, 3208], [4773, 3224]]
138:[[2379, 3208], [2430, 3208], [2379, 3384]]
138:[[2379, 3384], [2430, 3208], [2430, 3384]]
139:[[951, 4473], [1002.2, 4409], [935, 4409]]
139:[[951, 4473], [1031, 4460.2], [1002.2, 4409]]
139:[[1300.9999, 4473], [1285, 4409], [1352.2001, 4409]]
139:[[1300.9999, 4473], [1352.2001, 4409], [1381, 4460.2]]
139:[[4997, 3018], [5063, 3018], [4997, 3034]]
139:[[4997, 3034], [5063, 3018], [5063, 3034]]
139:[[4715, 3016], [4783, 3016], [4715, 3208]]
139:[[4715, 3208], [4783, 3016], [4783, 3208]]
139:[[3789, 3181], [3848, 3181], [3789, 3213]]
139:[[3789, 3213], [3848, 3181], [3848, 3213]]
139:[[3646, 3018], [3728, 3018], [3646, 3210]]
139:[[3646, 3210], [3728, 3018], [3728, 3210]]
140:[[824, 4477], [846.75, 4409], [824, 4412.2383]]
140:[[824, 4477], [863, 4473.7617], [846.75, 4409]]
140:[[2239, 4476], [2239, 4411.2383], [2261.75, 4408]]
140:[[2239, 4476], [2261.75, 4408], [2278, 4472.7617]]
140:[[1288, 3114], [1352, 3114], [1288, 3210]]
140:[[1288, 3210], [1352, 3114], [1352, 3210]]
140:[[901, 3024], [924, 3024], [901, 3216]]
140:[[901, 3216], [924, 3024], [924, 3216]]
140:[[4268, 3196], [4334, 3196], [4268, 3212]]
140:[[4268, 3212], [4334, 3196], [4334, 3212]]
140:[[729, 3024], [768, 3024], [729, 3216]]
140:[[729, 3216], [768, 3024], [768, 3216]]
141:[[353.1628, 3883.7778], [228, 3941.7776], [256.8837, 3945]]
141:[[353.1628, 3883.7778], [366, 3829], [228, 3941.7776]]
141:[[3689.1628, 3878.7778], [3592.8838, 3940], [3564, 3936.7778]]
141:[[3689.1628, 3878.7778], [3564, 3936.7778], [3702, 3824]]
141:[[1169, 4155.032], [1283, 4155.032], [1169, 4251]]
141:[[1169, 4251], [1283, 4155.032], [1283, 4251]]
141:[[3974, 4249], [4003, 4249], [3974, 4345]]
141:[[3974, 4345], [4003, 4249], [4003, 4345]]
141:[[2825, 4248], [2881, 4248], [2825, 4344]]
141:[[2825, 4344], [2881, 4248], [2881, 4344]]
142:[[526, 4275.7144], [417, 4311.0713], [429.82352, 4340]]
142:[[526, 4275.7144], [513.17645, 4250], [417, 4311.0713]]
142:[[417, 4275.7144], [320.82352, 4340], [308, 4311.0713]]
142:[[417, 4275.7144], [308, 4311.0713], [404.17648, 4250]]
142:[[4957, 4242], [5073, 4242], [4957, 4250]]
142:[[4957, 4250], [5073, 4242], [5073, 4250]]
142:[[3820, 4249], [3852, 4249], [3820, 4345]]
142:[[3820, 4345], [3852, 4249], [3852, 4345]]
142:[[1055, 4155.032], [1169, 4155.032], [1055, 4251]]
142:[[1055, 4251], [1169, 4155.032], [1169, 4251]]
142:[[3916, 4249], [3945, 4249], [3916, 4345]]
142:[[3916, 4345], [3945, 4249], [3945, 4345]]
143:[[4802, 4311.222], [4911, 4275.778], [4898.1763, 4250]]
143:[[4802, 4311.222], [4814.8237, 4337], [4911, 4275.778]]
143:[[4693, 4311.222], [4789.177, 4250], [4802, 4275.778]]
143:[[4693, 4311.222], [4802, 4275.778], [4705.823, 4337]]
143:[[4161, 4466], [4190, 4466], [4161, 4467]]
143:[[4161, 4467], [4190, 4466], [4190, 4467]]
143:[[4161, 4465], [4190, 4465], [4161, 4466]]
143:[[4161, 4466], [4190, 4465], [4190, 4466]]
144:[[1062.3999, 3936], [976, 3888], [985.6, 3936]]
144:[[1062.3999, 3936], [1072, 3824], [976, 3888]]
144:[[1603.3999, 3934], [1526.6, 3934], [1517, 3886]]
144:[[1603.3999, 3934], [1517, 3886], [1613, 3822]]
144:[[1005, 4250], [1054, 4250], [1005, 4338]]
144:[[1005, 4338], [1054, 4250], [1054, 4338]]
144:[[738, 4250], [851, 4250], [738, 4338]]
144:[[738, 4338], [851, 4250], [851, 4338]]
145:[[1432.3334, 4473], [1381, 4409], [1409.875, 4473]]
145:[[1432.3334, 4473], [1458, 4409], [1381, 4409]]
145:[[1509.3334, 4473], [1486.875, 4473], [1458, 4409]]
145:[[1509.3334, 4473], [1458, 4409], [1535, 4409]]
145:[[5095, 3927], [5118, 3927], [5095, 4031]]
145:[[5095, 4031], [5118, 3927], [5118, 4031]]
145:[[2410, 4041], [2481, 4041], [2410, 4049]]
145:[[2410, 4049], [2481, 4041], [2481, 4049]]
145:[[3434, 4031], [3511, 4031], [3434, 4047]]
145:[[3434, 4047], [3511, 4031], [3511, 4047]]
145:[[4513, 3948], [4582, 3948], [4513, 3956]]
145:[[4513, 3956], [4582, 3948], [4582, 3956]]
146:[[2183, 4476], [2260, 4492], [2260, 4476]]
146:[[2183, 4476], [2183, 4492], [2260, 4492]]
146:[[4957, 4475], [5034, 4475], [5034, 4491]]
146:[[4957, 4475], [5034, 4491], [4957, 4491]]
146:[[4227, 4249], [4243, 4249], [4227, 4337]]
146:[[4227, 4337], [4243, 4249], [4243, 4337]]
146:[[4243, 4249], [4259, 4249], [4243, 4337]]
146:[[4243, 4337], [4259, 4249], [4259, 4337]]
147:[[2339, 4370.8184], [2281, 4409.5454], [2287.4443, 4416]]
147:[[2339, 4370.8184], [2306.7778, 4345], [2281, 4409.5454]]
147:[[58, 4368.8184], [6.444472, 4414], [0, 4407.5454]]
147:[[58, 4368.8184], [0, 4407.5454], [25.777763, 4343]]
147:[[2690, 4048], [2759, 4048], [2690, 4056]]
147:[[2690, 4056], [2759, 4048], [2759, 4056]]
147:[[4683, 4051], [4693, 4051], [4683, 4155]]
147:[[4683, 4155], [4693, 4051], [4693, 4155]]
147:[[192, 4145], [261, 4145], [192, 4153]]
147:[[192, 4153], [261, 4145], [261, 4153]]
147:[[2508, 4051], [2549, 4051], [2508, 4155]]
147:[[2508, 4155], [2549, 4051], [2549, 4155]]
148:[[1173, 4450.75], [1102, 4460.5], [1108.4545, 4467]]
148:[[1173, 4450.75], [1153.6364, 4415], [1102, 4460.5]]
148:[[1102, 4450.75], [1037.4545, 4467], [1031, 4460.5]]
148:[[1102, 4450.75], [1031, 4460.5], [1082.6364, 4415]]
148:[[2442, 4049], [2508, 4049], [2442, 4057]]
148:[[2442, 4057], [2508, 4049], [2508, 4057]]
148:[[2589, 4051], [2599, 4051], [2589, 4155]]
148:[[2589, 4155], [2599, 4051], [2599, 4155]]
148:[[4306, 4044], [4375, 4044], [4306, 4052]]
148:[[4306, 4052], [4375, 4044], [4375, 4052]]
148:[[3376, 4049], [3417, 4049], [3376, 4078.4402]]
148:[[3376, 4078.4402], [3417, 4049], [3417, 4078.4402]]
148:[[3376, 4078.4402], [3417, 4078.4402], [3376, 4110.44]]
148:[[3376, 4110.44], [3417, 4078.4402], [3417, 4110.44]]
148:[[3376, 4110.44], [3417, 4110.44], [3376, 4153]]
148:[[3376, 4153], [3417, 4110.44], [3417, 4153]]
149:[[4691, 4470], [4627, 4425.0527], [4627, 4444.316]]
149:[[4691, 4470], [4691, 4409], [4627, 4425.0527]]
149:[[264, 4472], [200, 4446.316], [200, 4427.0527]]
149:[[264, 4472], [200, 4427.0527], [264, 4411]]
149:[[4231, 4047], [4300, 4047], [4231, 4055]]
149:[[4231, 4055], [4300, 4047], [4300, 4055]]
149:[[5095, 4031], [5115, 4031], [5095, 4135]]
149:[[5095, 4135], [5115, 4031], [5115, 4135]]
149:[[2376, 4145], [2442, 4145], [2376, 4153]]
149:[[2376, 4153], [2442, 4145], [2442, 4153]]
149:[[3503, 4047.032], [3564, 4047.032], [3503, 4151]]
149:[[3503, 4151], [3564, 4047.032], [3564, 4151]]
150:[[5120, 4327], [5107, 4388], [5120, 4388]]
150:[[5120, 4327], [5107, 4327], [5107, 4388]]
150:[[1049, 4338], [1049, 4399], [1036, 4399]]
150:[[1049, 4338], [1036, 4399], [1036, 4338]]
150:[[2885, 4461], [2898, 4461], [2885, 4462]]
150:[[2885, 4462], [2898, 4461], [2898, 4462]]
150:[[2885, 4464], [2898, 4464], [2885, 4465]]
150:[[2885, 4465], [2898, 4464], [2898, 4465]]
151:[[3340.6362, 4468], [3295.4543, 4413], [3289, 4419.4707]]
151:[[3340.6362, 4468], [3360, 4438.8823], [3295.4543, 4413]]
151:[[3411.6362, 4468], [3360, 4419.4707], [3366.4543, 4413]]
151:[[3411.6362, 4468], [3366.4543, 4413], [3431, 4438.8823]]
151:[[2097, 3948], [2168, 3948], [2097, 3956]]
151:[[2097, 3956], [2168, 3948], [2168, 3956]]
151:[[2599, 4051], [2609, 4051], [2599, 4155]]
151:[[2599, 4155], [2609, 4051], [2609, 4155]]
151:[[3434, 4143], [3503, 4143], [3434, 4151]]
151:[[3434, 4151], [3503, 4143], [3503, 4151]]
151:[[329, 3945], [364, 3945], [329, 4049]]
151:[[329, 4049], [364, 3945], [364, 4049]]
152:[[2800.7778, 4415], [2781.4443, 4344], [2775, 4350.4546]]
152:[[2800.7778, 4415], [2833, 4392.409], [2781.4443, 4344]]
152:[[2364.7778, 4416], [2339, 4351.4546], [2345.4446, 4345]]
152:[[2364.7778, 4416], [2345.4446, 4345], [2397, 4393.409]]
152:[[4375, 3948], [4444, 3948], [4375, 3956]]
152:[[4375, 3956], [4444, 3948], [4444, 3956]]
152:[[2609, 4051], [2619, 4051], [2609, 4155]]
152:[[2609, 4155], [2619, 4051], [2619, 4155]]
152:[[1206, 4044], [1277, 4044], [1206, 4052]]
152:[[1206, 4052], [1277, 4044], [1277, 4052]]
152:[[2549, 4051], [2589, 4051], [2549, 4155]]
152:[[2549, 4155], [2589, 4051], [2589, 4155]]
153:[[4207, 4473], [4249.095, 4409], [4229.667, 4409]]
153:[[4207, 4473], [4275, 4473], [4249.095, 4409]]
153:[[4275, 4473], [4297.667, 4409], [4317.095, 4409]]
153:[[4275, 4473], [4317.095, 4409], [4343, 4473]]
153:[[261, 4049], [329, 4049], [261, 4057]]
153:[[261, 4057], [329, 4049], [329, 4057]]
153:[[329, 4049], [349, 4049], [329, 4153]]
153:[[329, 4153], [349, 4049], [349, 4153]]
153:[[1495, 4139], [1564, 4139], [1495, 4147]]
153:[[1495, 4147], [1564, 4139], [1564, 4147]]
153:[[2308, 4049], [2376, 4049], [2308, 4153]]
153:[[2308, 4153], [2376, 4049], [2376, 4153]]
154:[[4917, 4489], [4849, 4476], [4849, 4489]]
154:[[4917, 4489], [4917, 4476], [4849, 4476]]
154:[[888, 4490], [820, 4490], [820, 4477]]
154:[[888, 4490], [820, 4477], [888, 4477]]
154:[[2714, 4463], [2727, 4463], [2714, 4464]]
154:[[2714, 4464], [2727, 4463], [2727, 4464]]
154:[[2183, 4492], [2251, 4492], [2183, 4493]]
154:[[2183, 4493], [2251, 4492], [2251, 4493]]
154:[[2714, 4464], [2727, 4464], [2714, 4465]]
154:[[2714, 4465], [2727, 4464], [2727, 4465]]
155:[[3599, 4497], [3511.9033, 4458], [3499, 4497]]
155:[[3599, 4497], [3579.645, 4458], [3511.9033, 4458]]
155:[[3699, 4497], [3599, 4497], [3611.903, 4458]]
155:[[3699, 4497], [3611.903, 4458], [3679.6453, 4458]]
155:[[3337, 4249], [3378, 4249], [3337, 4345]]
155:[[3337, 4345], [3378, 4249], [3378, 4345]]
155:[[3684, 4156.0317], [3752, 4156.0317], [3684, 4252]]
155:[[3684, 4252], [3752, 4156.0317], [3752, 4252]]
155:[[5073, 4231], [5116, 4231], [5073, 4327]]
155:[[5073, 4327], [5116, 4231], [5116, 4327]]
156:[[2861, 3941], [2796.484, 3941], [2828.742, 3941]]
156:[[2861, 3941], [2761, 3941], [2796.484, 3941]]
156:[[2861, 3941], [2761, 3822], [2761, 3941]]
156:[[2861, 3941], [2861, 3822], [2761, 3822]]
156:[[2625, 3942], [2592.742, 3942], [2560.484, 3942]]
156:[[2625, 3942], [2560.484, 3942], [2525, 3942]]
156:[[2625, 3942], [2525, 3942], [2525, 3823]]
156:[[2625, 3942], [2525, 3823], [2625, 3823]]
156:[[3788, 4249], [3820, 4249], [3788, 4345]]
156:[[3788, 4345], [3820, 4249], [3820, 4345]]
156:[[3884, 4329], [3916, 4329], [3884, 4345]]
156:[[3884, 4345], [3916, 4329], [3916, 4345]]
156:[[3752, 4249], [3788, 4249], [3752, 4345]]
156:[[3752, 4345], [3788, 4249], [3788, 4345]]
156:[[1971, 4154], [2090, 4154], [1971, 4250]]
156:[[1971, 4250], [2090, 4154], [2090, 4250]]
156:[[4838, 4154], [4957, 4154], [4838, 4250]]
156:[[4838, 4250], [4957, 4154], [4957, 4250]]
157:[[588, 4489], [556, 4479], [556, 4489]]
157:[[588, 4489], [588, 4479], [556, 4479]]
157:[[588, 4479], [556, 4479], [556, 4469]]
157:[[588, 4479], [556, 4469], [588, 4469]]
157:[[5004, 4250], [5036, 4250], [5004, 4266]]
157:[[5004, 4266], [5036, 4250], [5036, 4266]]
157:[[5004, 4266], [5036, 4266], [5004, 4298]]
157:[[5004, 4298], [5036, 4266], [5036, 4298]]
157:[[5004, 4298], [5036, 4298], [5004, 4330]]
157:[[5004, 4330], [5036, 4298], [5036, 4330]]
157:[[1471, 4251], [1481, 4251], [1471, 4331]]
157:[[1471, 4331], [1481, 4251], [1481, 4331]]
157:[[1461, 4251], [1471, 4251], [1461, 4331]]
157:[[1461, 4331], [1471, 4251], [1471, 4331]]
158:[[4485, 4434.684], [4556, 4415.421], [4549.546, 4409]]
158:[[4485, 4434.684], [4504.3633, 4470], [4556, 4415.421]]
158:[[4556, 4434.684], [4620.5454, 4409], [4627, 4415.421]]
158:[[4556, 4434.684], [4627, 4415.421], [4575.3633, 4470]]
158:[[2621, 4048], [2690, 4048], [2621, 4056]]
158:[[2621, 4056], [2690, 4048], [2690, 4056]]
158:[[3417, 4049], [3427, 4049], [3417, 4153]]
